Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
3148,15.79389,28.42748,-54.98473,-1.06714,0.13306,0.05713,0.00,0.00,0.00
3149,8.88550,29.50382,-53.30534,-1.07861,0.11987,0.05713,0.00,0.00,0.00
3150,6.54198,31.10687,-51.57252,-1.05981,0.10254,-0.00562,0.00,0.00,0.00
3151,6.40458,31.36641,-49.20611,-1.04834,0.11719,-0.07080,0.00,0.00,0.00
3152,7.13740,29.93893,-47.47328,-1.01538,0.10449,-0.12622,0.00,0.00,0.00
3153,10.41985,28.32825,-45.06107,-0.99756,0.09741,-0.16309,0.00,0.00,0.00
3154,13.65649,26.19847,-42.45801,-0.99927,0.06348,-0.19116,0.00,0.00,0.00
3155,16.70992,24.16794,-40.25191,-1.00757,0.05591,-0.18921,0.00,0.00,0.00
3156,19.40458,22.47328,-38.82443,-1.01563,0.06885,-0.17700,0.00,0.00,0.00
3157,19.93130,22.15267,-37.41984,-1.00293,0.09692,-0.16895,0.00,0.00,0.00
3158,19.49618,22.05344,-35.84733,-1.00879,0.08105,-0.13403,0.00,0.00,0.00
3159,16.74809,21.35878,-34.18320,-1.01172,0.06348,-0.13501,0.00,0.00,0.00
3160,13.67939,20.56489,-32.33588,-1.02246,0.06519,-0.14526,0.00,0.00,0.00
3161,11.27481,19.37405,-29.93130,-1.02612,0.04492,-0.15503,0.00,0.00,0.00
3162,11.11450,18.33588,-28.10687,-1.02173,0.01416,-0.14453,0.00,0.00,0.00
3163,14.80153,17.48092,-26.33588,-1.02563,0.00391,-0.15552,0.00,0.00,0.00
3164,19.07634,16.30534,-24.54962,-1.03247,0.01636,-0.15454,0.00,0.00,0.00
3165,20.51908,15.19847,-23.05344,-1.03442,0.02661,-0.16504,0.00,0.00,0.00
3166,19.25191,13.94656,-21.18321,-1.03613,0.03442,-0.18530,0.00,0.00,0.00
3167,17.54199,12.56488,-20.28244,-1.01807,0.02905,-0.17871,0.00,0.00,0.00
3168,16.44275,11.65649,-19.50382,-1.01514,0.02441,-0.17603,0.00,0.00,0.00
3169,15.98473,10.64122,-18.90076,-1.01245,0.01978,-0.16064,0.00,0.00,0.00
3170,15.00000,8.90076,-17.81679,-1.03369,0.01416,-0.15894,0.00,0.00,0.00
3171,14.75572,8.21374,-17.44275,-1.02856,0.01025,-0.15576,0.00,0.00,0.00
3172,13.61069,8.12977,-16.32825,-1.02808,0.00806,-0.16431,0.00,0.00,0.00
3173,13.23664,7.43511,-15.58779,-1.02148,-0.00098,-0.16187,0.00,0.00,0.00
3174,14.03053,6.66412,-14.50382,-1.01636,-0.00952,-0.17017,0.00,0.00,0.00
3175,14.59542,6.38168,-13.09160,-1.02905,0.00244,-0.17163,0.00,0.00,0.00
3176,14.52672,5.98473,-12.13740,-1.02490,-0.02222,-0.17334,0.00,0.00,0.00
3177,13.10687,5.20611,-10.05344,-1.01489,0.00659,-0.20508,0.00,0.00,0.00
3178,12.09160,4.38931,-9.26718,-1.00049,0.00439,-0.20044,0.00,0.00,0.00
3179,11.12977,3.35115,-8.48855,-0.99951,-0.01929,-0.19409,0.00,0.00,0.00
3180,11.67939,2.37405,-7.35115,-1.01245,-0.01294,-0.19312,0.00,0.00,0.00
3181,11.54198,1.90076,-6.71756,-1.02197,-0.00977,-0.18677,0.00,0.00,0.00
3182,11.90076,1.66412,-6.34351,-1.03491,-0.01392,-0.18628,0.00,0.00,0.00
3183,12.90840,1.00000,-6.29008,-1.01831,-0.00757,-0.18921,0.00,0.00,0.00
3184,13.48855,1.10687,-6.73282,-1.01074,-0.00488,-0.19141,0.00,0.00,0.00
3185,13.77863,1.25954,-7.47328,-1.01001,-0.00317,-0.18481,0.00,0.00,0.00
3186,13.93893,1.15267,-8.13740,-1.01221,-0.00195,-0.17993,0.00,0.00,0.00
3187,13.96947,0.71756,-9.10687,-1.01465,-0.00562,-0.19775,0.00,0.00,0.00
3188,13.67176,0.60305,-10.03053,-1.01611,-0.00659,-0.19287,0.00,0.00,0.00
3189,13.19847,0.33588,-10.80916,-1.00684,-0.01001,-0.18896,0.00,0.00,0.00
3190,12.75572,0.25191,-11.10687,-1.00635,0.00244,-0.18872,0.00,0.00,0.00
3191,11.57252,0.48855,-11.61069,-1.01001,-0.01587,-0.17896,0.00,0.00,0.00
3192,10.90840,0.79389,-11.61069,-0.99829,-0.03442,-0.17773,0.00,0.00,0.00
3193,10.42748,0.58779,-10.71756,-1.00732,-0.04224,-0.18433,0.00,0.00,0.00
3194,9.78626,0.24427,-9.84733,-1.00537,-0.03540,-0.18652,0.00,0.00,0.00
3195,9.90840,-0.03053,-9.50382,-1.02100,-0.03027,-0.19116,0.00,0.00,0.00
3196,9.56488,-0.36641,-8.80153,-1.02368,-0.02881,-0.19287,0.00,0.00,0.00
3197,8.48855,-0.72519,-8.61832,-1.01758,-0.03906,-0.18408,0.00,0.00,0.00
3198,8.43511,-0.82443,-8.07634,-1.00952,-0.04028,-0.16919,0.00,0.00,0.00
3199,8.48855,-0.83969,-7.04580,-1.01953,-0.03906,-0.16943,0.00,0.00,0.00
3200,8.02290,-1.07634,-6.52672,-1.02856,-0.04370,-0.18530,0.00,0.00,0.00
3201,8.13740,-1.75573,-6.25954,-1.02075,-0.03418,-0.17676,0.00,0.00,0.00
3202,7.24427,-1.72519,-6.31298,-1.02881,-0.03857,-0.18262,0.00,0.00,0.00
3203,6.60305,-2.01527,-5.87023,-1.02490,-0.04004,-0.18091,0.00,0.00,0.00
3204,5.90840,-2.71756,-5.83969,-1.01929,-0.04590,-0.19189,0.00,0.00,0.00
3205,6.08397,-3.49618,-6.11450,-1.02637,-0.04102,-0.18384,0.00,0.00,0.00
3206,6.35115,-4.36641,-6.35115,-1.03052,-0.04492,-0.17334,0.00,0.00,0.00
3207,6.01527,-4.70229,-6.74809,-1.03418,-0.03687,-0.18066,0.00,0.00,0.00
3208,5.93130,-4.44275,-6.72519,-1.01709,-0.05444,-0.15674,0.00,0.00,0.00
3209,5.02290,-3.74809,-6.04580,-1.01196,-0.05322,-0.15039,0.00,0.00,0.00
3210,3.63359,-3.32061,-5.51908,-1.00977,-0.05200,-0.14966,0.00,0.00,0.00
3211,2.01527,-3.28244,-4.76336,-1.01514,-0.05518,-0.15820,0.00,0.00,0.00
3212,0.61069,-3.58015,-3.87786,-1.02100,-0.06079,-0.17017,0.00,0.00,0.00
3213,-0.69466,-3.75573,-2.85496,-1.00806,-0.06250,-0.17139,0.00,0.00,0.00
3214,-1.70992,-3.79389,-1.98473,-1.00635,-0.06860,-0.18579,0.00,0.00,0.00
3215,-3.64122,-4.31298,-0.35115,-1.00879,-0.07568,-0.17090,0.00,0.00,0.00
3216,-5.06107,-4.64122,1.47328,-1.01416,-0.06641,-0.17920,0.00,0.00,0.00
3217,-6.12977,-4.75573,3.17557,-1.01880,-0.07251,-0.16895,0.00,0.00,0.00
3218,-7.48092,-5.22901,5.23664,-1.03223,-0.05151,-0.18018,0.00,0.00,0.00
3219,-9.56488,-5.33588,7.16794,-1.02759,-0.04761,-0.17480,0.00,0.00,0.00
3220,-11.98473,-5.55725,8.33588,-1.03882,-0.04248,-0.16968,0.00,0.00,0.00
3221,-13.90076,-5.67176,9.67939,-1.03955,-0.05591,-0.16821,0.00,0.00,0.00
3222,-14.95420,-5.49618,11.17557,-1.03442,-0.05542,-0.15771,0.00,0.00,0.00
3223,-14.91603,-5.45802,12.12977,-1.01758,-0.06079,-0.16577,0.00,0.00,0.00
3224,-14.56488,-5.54962,12.87786,-1.02612,-0.06201,-0.17041,0.00,0.00,0.00
3225,-13.40458,-5.77099,12.87786,-1.00635,-0.05884,-0.17798,0.00,0.00,0.00
3226,-10.28244,-5.59542,12.36641,-1.00317,-0.05273,-0.18579,0.00,0.00,0.00
3227,-6.38931,-5.16794,11.34351,-1.00098,-0.04810,-0.17700,0.00,0.00,0.00
3228,-3.21374,-5.03053,9.67939,-1.00000,-0.03687,-0.17700,0.00,0.00,0.00
3229,-0.85496,-4.64122,7.57252,-0.99438,-0.03052,-0.16992,0.00,0.00,0.00
3230,0.86260,-4.32824,5.47328,-0.98535,-0.02319,-0.16138,0.00,0.00,0.00
3231,1.50382,-3.96947,2.91603,-0.98755,-0.00977,-0.15967,0.00,0.00,0.00
3232,2.10687,-3.35115,0.51145,-1.00415,0.02148,-0.16968,0.00,0.00,0.00
3233,1.45038,-3.08397,-1.09160,-1.01831,0.02808,-0.16772,0.00,0.00,0.00
3234,0.41221,-2.96947,-2.91603,-1.01733,0.00391,-0.16479,0.00,0.00,0.00
3235,0.51908,-2.61069,-3.35878,-1.01880,-0.00049,-0.16626,0.00,0.00,0.00
3236,0.60305,-2.24427,-3.80153,-1.01709,-0.02173,-0.16260,0.00,0.00,0.00
3237,0.24427,-1.95420,-3.90840,-1.01294,-0.02905,-0.15820,0.00,0.00,0.00
3238,0.02290,-1.81679,-3.37405,-1.01025,-0.02905,-0.14917,0.00,0.00,0.00
3239,-0.64885,-2.00000,-2.95420,-1.02075,-0.02295,-0.14404,0.00,0.00,0.00
3240,-1.93893,-1.15267,-2.19847,-1.02026,-0.03564,-0.14648,0.00,0.00,0.00
3241,-2.75573,-0.61069,-1.78626,-1.02075,-0.02734,-0.14600,0.00,0.00,0.00
3242,-3.33588,-0.06870,-1.30534,-1.02026,-0.02661,-0.14233,0.00,0.00,0.00
3243,-4.50382,0.21374,-0.27481,-1.02515,-0.02661,-0.14575,0.00,0.00,0.00
3244,-5.20611,0.58015,0.35878,-1.01489,-0.03809,-0.15015,0.00,0.00,0.00
3245,-5.36641,0.61832,1.15267,-1.02393,-0.03638,-0.14063,0.00,0.00,0.00
3246,-4.70992,0.89313,1.89313,-1.01636,-0.04810,-0.16064,0.00,0.00,0.00
3247,-3.62595,1.12977,3.00000,-1.02075,-0.03833,-0.15601,0.00,0.00,0.00
3248,-3.03817,0.90840,3.55725,-1.01245,-0.04639,-0.14502,0.00,0.00,0.00
3249,-2.87786,1.16794,4.19084,-1.01245,-0.03906,-0.14966,0.00,0.00,0.00
3250,-1.92366,1.01527,4.61832,-1.02075,-0.04321,-0.14453,0.00,0.00,0.00
3251,-1.69466,0.64122,5.35115,-1.01929,-0.04028,-0.16309,0.00,0.00,0.00
3252,-1.12214,-0.24427,5.28244,-1.03345,-0.01978,-0.17285,0.00,0.00,0.00
3253,-2.16031,-0.78626,5.26718,-1.02783,-0.00879,-0.17065,0.00,0.00,0.00
3254,-3.32061,-1.06107,4.58779,-1.02417,-0.00562,-0.16431,0.00,0.00,0.00
3255,-4.15267,-1.70229,3.51908,-1.03052,-0.00244,-0.15039,0.00,0.00,0.00
3256,-3.99237,-2.51145,2.73282,-1.03711,-0.01001,-0.15186,0.00,0.00,0.00
3257,-3.09160,-3.07634,2.12214,-1.04077,-0.02466,-0.14917,0.00,0.00,0.00
3258,-1.48092,-3.44275,1.43511,-1.02173,-0.02490,-0.16040,0.00,0.00,0.00
3259,0.32824,-4.07634,0.41221,-1.02563,-0.01807,-0.16260,0.00,0.00,0.00
3260,1.82443,-4.67939,-0.99237,-1.01709,-0.01025,-0.16528,0.00,0.00,0.00
3261,2.01527,-4.46565,-2.38168,-1.01416,-0.00220,-0.16772,0.00,0.00,0.00
3262,2.97710,-4.83969,-4.06107,-1.01367,-0.00513,-0.15063,0.00,0.00,0.00
3263,3.76336,-5.12214,-5.03817,-1.01880,-0.02246,-0.14185,0.00,0.00,0.00
3264,3.36641,-5.16031,-5.73282,-1.02246,-0.01660,-0.15210,0.00,0.00,0.00
3265,3.71756,-4.89313,-6.54962,-1.02393,-0.01343,-0.14648,0.00,0.00,0.00
3266,3.70229,-4.48855,-7.19847,-1.01318,-0.01245,-0.14941,0.00,0.00,0.00
3267,2.94656,-4.32824,-7.76336,-1.01074,-0.01196,-0.14404,0.00,0.00,0.00
3268,2.41985,-4.26718,-7.93893,-1.01001,-0.02002,-0.14844,0.00,0.00,0.00
3269,1.47328,-4.56489,-7.67939,-1.02319,-0.03198,-0.14575,0.00,0.00,0.00
3270,0.19084,-4.63359,-7.17557,-1.02295,-0.03613,-0.15186,0.00,0.00,0.00
3271,0.35115,-4.51908,-6.67939,-1.01831,-0.03589,-0.16260,0.00,0.00,0.00
3272,0.77863,-4.66412,-6.38931,-1.02051,-0.04077,-0.15918,0.00,0.00,0.00
3273,1.26718,-5.00763,-5.94656,-1.02173,-0.03516,-0.15723,0.00,0.00,0.00
3274,1.85496,-4.96947,-5.55725,-1.02661,-0.03418,-0.14966,0.00,0.00,0.00
3275,1.66412,-5.48092,-5.05344,-1.01953,-0.03809,-0.14648,0.00,0.00,0.00
3276,0.90840,-5.82443,-5.16031,-1.02686,-0.04102,-0.12744,0.00,0.00,0.00
3277,-0.00763,-5.69466,-4.90840,-1.01978,-0.03076,-0.13525,0.00,0.00,0.00
3278,-0.59542,-5.84733,-5.11450,-1.02466,-0.03442,-0.13501,0.00,0.00,0.00
3279,-1.15267,-5.69466,-5.63359,-1.02905,-0.03540,-0.13452,0.00,0.00,0.00
3280,-1.39695,-5.62595,-6.14504,-1.02271,-0.03271,-0.13281,0.00,0.00,0.00
3281,-1.64122,-5.74046,-6.77863,-1.02393,-0.03613,-0.12964,0.00,0.00,0.00
3282,-2.52672,-5.78626,-7.63359,-1.02222,-0.03516,-0.14136,0.00,0.00,0.00
3283,-3.07634,-6.01527,-8.64885,-1.01978,-0.03198,-0.14111,0.00,0.00,0.00
3284,-3.82443,-6.35878,-10.01527,-1.01904,-0.03003,-0.14478,0.00,0.00,0.00
3285,-3.91603,-6.46565,-11.80153,-1.01538,-0.02881,-0.14941,0.00,0.00,0.00
3286,-3.46565,-6.76336,-13.27481,-1.02344,-0.03345,-0.14038,0.00,0.00,0.00
3287,-2.71756,-7.12977,-15.38931,-1.02148,-0.03418,-0.13916,0.00,0.00,0.00
3288,-1.62595,-7.00763,-17.23664,-1.03174,-0.04956,-0.13501,0.00,0.00,0.00
3289,-0.44275,-7.31298,-19.21374,-1.02661,-0.05103,-0.12695,0.00,0.00,0.00
3290,1.26718,-7.70229,-21.39695,-1.03223,-0.04883,-0.13306,0.00,0.00,0.00
3291,2.80153,-7.89313,-23.96183,-1.02612,-0.04834,-0.12744,0.00,0.00,0.00
3292,4.06107,-8.39695,-26.55725,-1.02515,-0.03540,-0.12109,0.00,0.00,0.00
3293,4.08397,-8.45802,-29.67939,-1.02954,-0.03687,-0.12476,0.00,0.00,0.00
3294,4.29771,-7.78626,-33.34351,-1.02979,-0.02759,-0.10425,0.00,0.00,0.00
3295,3.10687,-7.71756,-36.89313,-1.04053,-0.03418,-0.10449,0.00,0.00,0.00
3296,2.35878,-7.32061,-40.40458,-1.03247,-0.05933,-0.09448,0.00,0.00,0.00
3297,2.33588,-7.02290,-43.99237,-1.04175,-0.06445,-0.08374,0.00,0.00,0.00
3298,3.02290,-6.30534,-47.44275,-1.04663,-0.07031,-0.08545,0.00,0.00,0.00
3299,3.38168,-5.16031,-50.74809,-1.05347,-0.08765,-0.08618,0.00,0.00,0.00
3300,3.35878,-4.70992,-54.16030,-1.06030,-0.10010,-0.08423,0.00,0.00,0.00
3301,3.29008,-3.94656,-56.94656,-1.06982,-0.10327,-0.09009,0.00,0.00,0.00
3302,3.65649,-3.05344,-60.41221,-1.05713,-0.10864,-0.07959,0.00,0.00,0.00
3303,5.11450,-2.46565,-63.39694,-1.05542,-0.12476,-0.07617,0.00,0.00,0.00
3304,7.23664,-1.78626,-66.41985,-1.08179,-0.14771,-0.09961,0.00,0.00,0.00
3305,9.77099,-1.78626,-69.13741,-1.10132,-0.16602,-0.08911,0.00,0.00,0.00
3306,12.57252,-1.49618,-71.74046,-1.10010,-0.17847,-0.09668,0.00,0.00,0.00
3307,14.22901,-1.18321,-73.33588,-1.10547,-0.15308,-0.11255,0.00,0.00,0.00
3308,16.80153,0.04580,-75.52672,-1.10498,-0.17944,-0.12915,0.00,0.00,0.00
3309,20.21374,0.61069,-77.29008,-1.12769,-0.18042,-0.13452,0.00,0.00,0.00
3310,24.14504,2.75573,-77.68702,-1.14722,-0.18799,-0.14844,0.00,0.00,0.00
3311,27.09924,4.58015,-77.34352,-1.17920,-0.17798,-0.12549,0.00,0.00,0.00
3312,26.22138,5.53435,-76.80153,-1.18994,-0.17676,-0.07983,0.00,0.00,0.00
3313,21.81679,6.73282,-77.67939,-1.19482,-0.18506,-0.05615,0.00,0.00,0.00
3314,17.91603,6.16031,-80.40458,-1.21216,-0.19165,-0.03101,0.00,0.00,0.00
3315,11.47328,3.38931,-84.04580,-1.22461,-0.13330,0.01074,0.00,0.00,0.00
3316,1.48855,3.90840,-87.86260,-1.16187,-0.06714,-0.05103,0.00,0.00,0.00
3317,-8.91603,6.03053,-88.32825,-1.13013,-0.11597,-0.10937,0.00,0.00,0.00
3318,-14.96183,7.16031,-87.83969,-1.11597,-0.19800,-0.12549,0.00,0.00,0.00
3319,-17.59542,7.34351,-85.67939,-1.11548,-0.27832,-0.14551,0.00,0.00,0.00
3320,-17.56489,6.36641,-82.16794,-1.10571,-0.29346,-0.14673,0.00,0.00,0.00
3321,-16.67939,5.33588,-78.12977,-1.07153,-0.29297,-0.20361,0.00,0.00,0.00
3322,-14.01527,3.58779,-71.06871,-1.04028,-0.18604,-0.20776,0.00,0.00,0.00
3323,-7.15267,-1.38168,-59.32061,-1.00806,-0.04248,-0.12134,0.00,0.00,0.00
3324,0.91603,-4.25954,-44.97710,-0.95142,0.01880,-0.08984,0.00,0.00,0.00
3325,8.61069,-6.43511,-29.74046,-0.97852,0.09326,-0.09644,0.00,0.00,0.00
3326,19.33588,-8.34351,-15.84733,-0.99658,0.11621,-0.09009,0.00,0.00,0.00
3327,35.16030,-9.71756,-4.49618,-1.01563,-0.00708,-0.08911,0.00,0.00,0.00
3328,47.87023,-11.56488,8.66412,-1.03296,0.08789,-0.09448,0.00,0.00,0.00
3329,54.99237,-12.56488,22.08397,-1.00684,0.17627,-0.07544,0.00,0.00,0.00
3330,56.07633,-10.10687,34.20611,-0.99658,0.17920,-0.08667,0.00,0.00,0.00
3331,54.51145,-8.41221,44.57252,-1.03442,0.12695,-0.06982,0.00,0.00,0.00
3332,53.45038,-7.58015,53.25191,-1.04224,0.09180,-0.06079,0.00,0.00,0.00
3333,51.15267,-5.85496,61.33588,-1.04346,0.08130,-0.03809,0.00,0.00,0.00
3334,46.54198,-3.67939,68.03054,-1.05420,0.06128,-0.01880,0.00,0.00,0.00
3335,42.06870,-1.79389,73.48092,-1.05200,0.03833,-0.00879,0.00,0.00,0.00
3336,37.35115,0.38931,79.32061,-1.04517,0.03345,-0.01050,0.00,0.00,0.00
3337,31.83206,2.12977,84.81680,-1.05249,0.03101,0.00806,0.00,0.00,0.00
3338,24.64122,3.77099,90.97710,-1.06616,0.02271,0.02539,0.00,0.00,0.00
3339,18.73283,4.73282,94.79389,-1.06274,0.01489,0.02637,0.00,0.00,0.00
3340,12.08397,5.61069,100.02291,-1.06152,0.01978,0.03589,0.00,0.00,0.00
3341,6.35878,5.48855,104.43511,-1.05469,0.01270,0.02905,0.00,0.00,0.00
3342,0.74809,5.30534,108.56489,-1.02588,0.00269,0.03394,0.00,0.00,0.00
3343,-4.09160,4.70992,112.20611,-1.01709,-0.00659,0.03125,0.00,0.00,0.00
3344,-7.35115,3.80916,116.78627,-1.00757,-0.01733,0.01538,0.00,0.00,0.00
3345,-10.78626,2.80916,121.96183,-0.99536,-0.00269,0.01855,0.00,0.00,0.00
3346,-14.08397,0.72519,127.35115,-0.98633,-0.02393,0.01709,0.00,0.00,0.00
3347,-17.88550,-1.86260,131.39694,-0.97241,-0.04443,0.02588,0.00,0.00,0.00
3348,-21.61069,-4.75573,135.80152,-0.97168,-0.04443,0.02222,0.00,0.00,0.00
3349,-25.96183,-6.50382,140.40458,-0.95605,-0.01514,0.01123,0.00,0.00,0.00
3350,-32.23664,-8.78626,144.97709,-0.95337,0.01709,0.01562,0.00,0.00,0.00
3351,-39.60305,-10.27481,149.03816,-0.94629,0.03760,0.02661,0.00,0.00,0.00
3352,-46.66412,-11.81679,152.42747,-0.94653,0.04736,0.02466,0.00,0.00,0.00
3353,-54.61069,-13.58779,156.13740,-0.95532,0.05249,0.03833,0.00,0.00,0.00
3354,-62.25191,-15.68702,160.32824,-0.97607,0.07275,0.03271,0.00,0.00,0.00
3355,-70.25191,-18.96947,164.70993,-1.00391,0.08008,0.03296,0.00,0.00,0.00
3356,-80.19847,-23.02290,166.55725,-1.04883,0.02417,0.03052,0.00,0.00,0.00
3357,-89.45802,-27.77099,165.03816,-1.07666,-0.07886,0.00903,0.00,0.00,0.00
3358,-92.78627,-31.00000,164.21374,-1.11548,-0.14160,-0.02905,0.00,0.00,0.00
3359,-92.35115,-33.87023,164.29771,-1.17139,-0.11230,-0.06152,0.00,0.00,0.00
3360,-91.99237,-36.71755,164.88549,-1.20630,-0.05981,-0.08130,0.00,0.00,0.00
3361,-91.43511,-39.38931,164.18321,-1.22070,-0.01953,-0.09375,0.00,0.00,0.00
3362,-90.21374,-40.72519,160.87022,-1.23193,-0.04614,-0.09961,0.00,0.00,0.00
3363,-84.64886,-42.81679,154.95419,-1.24536,-0.13208,-0.12915,0.00,0.00,0.00
3364,-72.35115,-44.16030,147.20610,-1.24219,-0.20825,-0.15845,0.00,0.00,0.00
3365,-56.35878,-41.43511,138.70228,-1.17603,-0.24268,-0.19775,0.00,0.00,0.00
3366,-39.00000,-38.07633,131.19847,-1.11597,-0.26245,-0.21118,0.00,0.00,0.00
3367,-18.85496,-34.89313,124.01527,-1.05054,-0.28418,-0.23340,0.00,0.00,0.00
3368,3.22137,-29.65649,115.32061,-0.99927,-0.29272,-0.26318,0.00,0.00,0.00
3369,24.68702,-23.12977,105.63359,-0.96240,-0.28638,-0.28052,0.00,0.00,0.00
3370,49.86259,-14.95420,94.94657,-0.92871,-0.25391,-0.26196,0.00,0.00,0.00
3371,74.99237,-7.37405,84.32061,-0.89404,-0.20752,-0.21899,0.00,0.00,0.00
3372,97.56489,-1.62595,73.82443,-0.86719,-0.17139,-0.16602,0.00,0.00,0.00
3373,116.09161,1.17557,63.25954,-0.87866,-0.12891,-0.06885,0.00,0.00,0.00
3374,129.34350,1.05344,51.34351,-0.93140,-0.03906,0.04663,0.00,0.00,0.00
3375,129.35877,-2.28244,40.54198,-0.95703,0.11670,0.10913,0.00,0.00,0.00
3376,116.26718,-4.76336,30.74046,-0.92310,0.28711,0.10596,0.00,0.00,0.00
3377,95.80916,-5.40458,22.47328,-0.89038,0.39673,0.09546,0.00,0.00,0.00
3378,65.76336,-5.23664,13.21374,-0.86230,0.44238,0.09888,0.00,0.00,0.00
3379,35.05344,-3.60305,4.71756,-0.84595,0.44263,0.09790,0.00,0.00,0.00
3380,8.70992,-0.74046,-1.03817,-0.85645,0.42456,0.06445,0.00,0.00,0.00
3381,-10.16030,1.77863,-4.75573,-0.87109,0.37988,0.04614,0.00,0.00,0.00
3382,-21.37405,3.43511,-8.41985,-0.89160,0.30688,0.04492,0.00,0.00,0.00
3383,-28.52672,3.61832,-13.89313,-0.88843,0.25562,0.04321,0.00,0.00,0.00
3384,-35.86259,3.84733,-20.59542,-0.91064,0.22192,0.00073,0.00,0.00,0.00
3385,-43.72519,4.64885,-28.89313,-0.91968,0.19873,-0.04614,0.00,0.00,0.00
3386,-51.16030,6.46565,-37.71755,-0.90967,0.15552,-0.10767,0.00,0.00,0.00
3387,-58.41984,10.00763,-50.38168,-0.89526,0.06299,-0.16260,0.00,0.00,0.00
3388,-63.42748,14.58015,-62.04580,-0.89502,0.02881,-0.23486,0.00,0.00,0.00
3389,-55.15267,27.67176,-53.33588,-0.98364,0.68213,-0.47363,0.00,0.00,0.00
3390,-33.81679,14.57252,-26.25191,-1.38232,1.84204,-0.13770,0.00,0.00,0.00
3391,-31.28244,23.04580,-23.12977,-1.23584,1.33936,0.08252,0.00,0.00,0.00
3392,-65.35878,20.22138,-57.60305,-1.10254,0.18335,0.14819,0.00,0.00,0.00
3393,-74.00000,15.63359,-65.02291,-1.14380,0.43579,0.04712,0.00,0.00,0.00
3394,-64.11450,27.61832,-70.54199,-1.26440,0.42993,-0.04858,0.00,0.00,0.00
3395,-54.39694,34.51908,-85.75572,-1.31616,-0.08130,0.13916,0.00,0.00,0.00
3396,-36.90840,40.90840,-92.61833,-1.25342,-0.20581,0.13135,0.00,0.00,0.00
3397,-14.91603,49.90840,-89.70993,-1.12256,-0.03638,0.03711,0.00,0.00,0.00
3398,-6.23664,55.06870,-86.10688,-1.08862,0.01904,0.03613,0.00,0.00,0.00
3399,-0.76336,54.01527,-83.33588,-1.09595,0.00537,0.09229,0.00,0.00,0.00
3400,0.06870,50.45801,-79.58016,-1.10840,0.06958,0.02563,0.00,0.00,0.00
3401,-1.75573,47.54962,-73.72519,-1.07886,0.14917,-0.13184,0.00,0.00,0.00
3402,-0.54198,43.98473,-69.13741,-1.04785,0.13501,-0.23511,0.00,0.00,0.00
3403,1.52672,40.25191,-66.19847,-1.02612,0.09009,-0.33618,0.00,0.00,0.00
3404,8.09924,34.92366,-63.46565,-1.06372,0.06494,-0.30444,0.00,0.00,0.00
3405,23.70229,27.67176,-61.36641,-1.06909,0.08374,-0.23364,0.00,0.00,0.00
3406,32.32824,26.31298,-55.52672,-0.97583,0.20215,-0.20459,0.00,0.00,0.00
3407,35.41984,24.04580,-52.63359,-0.96021,0.19189,-0.17114,0.00,0.00,0.00
3408,35.24427,22.07634,-52.41221,-0.98022,0.20239,-0.12134,0.00,0.00,0.00
3409,28.87023,22.97710,-51.58779,-1.00513,0.25635,-0.06763,0.00,0.00,0.00
3410,19.15267,23.80153,-51.98473,-1.03809,0.24365,-0.01392,0.00,0.00,0.00
3411,12.43511,25.68702,-52.53435,-1.03833,0.23730,-0.00854,0.00,0.00,0.00
3412,8.28244,27.09160,-52.80916,-1.02905,0.18945,0.00293,0.00,0.00,0.00
3413,5.87023,27.25191,-53.16030,-1.02759,0.12988,-0.03735,0.00,0.00,0.00
3414,4.93893,26.54199,-52.80916,-1.02979,0.19824,-0.13037,0.00,0.00,0.00
3415,3.79389,24.70229,-51.09923,-1.02368,0.16797,-0.16138,0.00,0.00,0.00
3416,5.59542,21.54962,-49.89313,-1.02368,0.12280,-0.17944,0.00,0.00,0.00
3417,9.18321,19.08397,-48.06107,-1.00098,0.10693,-0.17505,0.00,0.00,0.00
3418,13.04580,17.39695,-45.08397,-1.00977,0.06250,-0.14624,0.00,0.00,0.00
3419,13.77099,16.52672,-41.88550,-1.00879,0.09082,-0.12988,0.00,0.00,0.00
3420,12.80916,16.03817,-38.88550,-1.01099,0.09351,-0.11377,0.00,0.00,0.00
3421,13.15267,15.93893,-36.27481,-1.01343,0.07764,-0.10303,0.00,0.00,0.00
3422,13.35114,15.49618,-32.97710,-1.02393,0.05396,-0.10986,0.00,0.00,0.00
3423,13.79389,14.16030,-29.85496,-1.02490,0.06030,-0.11572,0.00,0.00,0.00
3424,12.70229,13.52672,-27.19847,-1.02856,0.06616,-0.12378,0.00,0.00,0.00
3425,10.46565,11.93130,-24.48092,-1.02319,0.09570,-0.12988,0.00,0.00,0.00
3426,8.72519,11.50382,-22.83970,-1.02686,0.09863,-0.13721,0.00,0.00,0.00
3427,7.36641,10.33588,-21.23664,-1.03101,0.07495,-0.13672,0.00,0.00,0.00
3428,6.82443,9.73282,-19.69466,-1.02441,0.05933,-0.13989,0.00,0.00,0.00
3429,6.59542,9.32824,-17.83970,-1.02417,0.05786,-0.13110,0.00,0.00,0.00
3430,6.48855,8.61832,-16.09924,-1.02490,0.05737,-0.15088,0.00,0.00,0.00
