Packet number,Gyroscope X (deg/s),Gyroscope Y (deg/s),Gyroscope Z (deg/s),Accelerometer X (g),Accelerometer Y (g),Accelerometer Z (g),Magnetometer X (G),Magnetometer Y (G),Magnetometer Z (G)
3431,7.43511,7.45802,-14.96183,-1.01538,0.05737,-0.15234,0.00,0.00,0.00
3432,8.70229,6.78626,-13.17557,-1.01245,0.04980,-0.17578,0.00,0.00,0.00
3433,9.80153,5.61069,-11.46565,-1.02295,0.03955,-0.16235,0.00,0.00,0.00
3434,10.89313,5.26718,-9.58015,-1.01465,0.03564,-0.15674,0.00,0.00,0.00
3435,11.32061,4.38931,-7.58779,-1.02124,0.04272,-0.15942,0.00,0.00,0.00
3436,10.48092,4.26718,-5.90076,-1.02832,0.04785,-0.14600,0.00,0.00,0.00
3437,9.74046,4.25191,-4.83969,-1.01587,0.05151,-0.14087,0.00,0.00,0.00
3438,9.40458,4.35878,-3.91603,-1.01221,0.05859,-0.14526,0.00,0.00,0.00
3439,8.18321,4.13740,-3.60305,-1.00781,0.06885,-0.15259,0.00,0.00,0.00
3440,7.37405,3.93893,-3.29008,-1.01929,0.06274,-0.15747,0.00,0.00,0.00
3441,6.98473,3.48855,-2.64885,-1.01587,0.06006,-0.16113,0.00,0.00,0.00
3442,7.60305,2.93893,-2.60305,-1.01050,0.05103,-0.17725,0.00,0.00,0.00
3443,8.45038,1.96947,-2.97710,-1.00928,0.05615,-0.18457,0.00,0.00,0.00
3444,9.01527,1.27481,-3.47328,-1.00586,0.05908,-0.17896,0.00,0.00,0.00
3445,8.93130,1.09924,-4.04580,-1.00684,0.06274,-0.16724,0.00,0.00,0.00
3446,8.45038,0.65649,-5.38168,-1.01196,0.06616,-0.14990,0.00,0.00,0.00
3447,7.33588,0.96183,-6.77863,-1.01147,0.07495,-0.17065,0.00,0.00,0.00
3448,6.38168,0.29771,-8.44275,-1.01343,0.06470,-0.16553,0.00,0.00,0.00
3449,6.04580,-0.52672,-10.21374,-1.01465,0.06494,-0.16357,0.00,0.00,0.00
3450,6.48092,-0.51908,-11.42748,-1.01782,0.03711,-0.16650,0.00,0.00,0.00
3451,8.91603,-0.16031,-13.00000,-1.02881,0.05054,-0.15723,0.00,0.00,0.00
3452,12.64885,-0.16794,-14.64122,-1.04321,0.02100,-0.14819,0.00,0.00,0.00
3453,14.47328,0.37405,-16.51908,-1.03857,0.05127,-0.14087,0.00,0.00,0.00
3454,14.83969,0.26718,-18.91603,-1.01636,0.06079,-0.15039,0.00,0.00,0.00
3455,14.06870,0.17557,-21.70992,-1.01123,0.07056,-0.14844,0.00,0.00,0.00
3456,12.64122,-0.91603,-24.41985,-1.01416,0.07886,-0.16821,0.00,0.00,0.00
3457,10.53435,-0.96947,-26.68702,-1.01294,0.05005,-0.16772,0.00,0.00,0.00
3458,9.29771,-0.83969,-27.58015,-1.00977,0.05103,-0.16089,0.00,0.00,0.00
3459,8.22137,-0.14504,-28.02290,-1.00659,0.02954,-0.13599,0.00,0.00,0.00
3460,5.69466,0.83969,-27.08397,-1.01953,0.00977,-0.12109,0.00,0.00,0.00
3461,4.23664,1.96183,-26.09924,-1.02441,-0.01074,-0.14233,0.00,0.00,0.00
3462,3.03053,2.75573,-24.49618,-1.02026,-0.00586,-0.13647,0.00,0.00,0.00
3463,2.39695,3.02290,-22.35115,-1.02759,-0.01562,-0.16333,0.00,0.00,0.00
3464,2.38168,2.65649,-20.95420,-1.02588,-0.03589,-0.16406,0.00,0.00,0.00
3465,3.17557,2.23664,-19.09924,-1.02563,-0.02881,-0.15259,0.00,0.00,0.00
3466,3.49618,2.23664,-16.99237,-1.02710,-0.03247,-0.15186,0.00,0.00,0.00
3467,2.34351,1.56489,-14.57252,-1.03027,-0.02539,-0.15820,0.00,0.00,0.00
3468,0.08397,0.77099,-11.92366,-1.01147,-0.02051,-0.18555,0.00,0.00,0.00
3469,-2.62595,-0.16794,-9.25954,-1.00024,-0.03223,-0.18506,0.00,0.00,0.00
3470,-4.19084,-1.22901,-6.99237,-1.00415,-0.03638,-0.18115,0.00,0.00,0.00
3471,-4.97710,-1.49618,-5.17557,-1.01318,-0.03467,-0.18164,0.00,0.00,0.00
3472,-5.20611,-2.03817,-3.49618,-1.01611,-0.04321,-0.17334,0.00,0.00,0.00
3473,-5.64885,-2.46565,-2.04580,-1.02612,-0.04248,-0.18164,0.00,0.00,0.00
3474,-6.29771,-2.56489,-0.78626,-1.01733,-0.03125,-0.16650,0.00,0.00,0.00
3475,-7.58015,-2.95420,0.15267,-1.03223,-0.01465,-0.16748,0.00,0.00,0.00
3476,-9.85496,-3.47328,1.44275,-1.02734,-0.00806,-0.16040,0.00,0.00,0.00
3477,-12.75572,-4.15267,1.67939,-1.03760,0.00586,-0.15942,0.00,0.00,0.00
3478,-15.98473,-5.06107,1.39695,-1.03833,0.00244,-0.16821,0.00,0.00,0.00
3479,-17.90840,-5.74809,1.64122,-1.04053,-0.01025,-0.16016,0.00,0.00,0.00
3480,-18.40458,-6.09924,1.85496,-1.03198,-0.02441,-0.16382,0.00,0.00,0.00
3481,-16.58779,-5.93893,2.63359,-1.02661,-0.04053,-0.16235,0.00,0.00,0.00
3482,-13.03817,-5.96947,3.56489,-1.01221,-0.05151,-0.16187,0.00,0.00,0.00
3483,-8.90840,-4.97710,3.74809,-1.01880,-0.03076,-0.15723,0.00,0.00,0.00
3484,-6.11450,-4.58779,4.12214,-1.00830,-0.02954,-0.16382,0.00,0.00,0.00
3485,-4.51908,-4.12977,4.63359,-1.01270,-0.02441,-0.15918,0.00,0.00,0.00
3486,-3.61832,-3.44275,5.40458,-1.01050,-0.01831,-0.14966,0.00,0.00,0.00
3487,-2.66412,-2.67176,5.79389,-1.01440,-0.01538,-0.14233,0.00,0.00,0.00
3488,-3.12977,-2.11450,6.58779,-1.01465,-0.00757,-0.13794,0.00,0.00,0.00
3489,-3.71756,-1.58015,7.58015,-1.01563,-0.01929,-0.14380,0.00,0.00,0.00
3490,-3.47328,-1.35878,8.15267,-1.01904,-0.01782,-0.14624,0.00,0.00,0.00
3491,-2.50382,-0.90840,8.92366,-1.01660,-0.02002,-0.14038,0.00,0.00,0.00
3492,-1.98473,-0.45802,9.18321,-1.00928,-0.00269,-0.14795,0.00,0.00,0.00
3493,-2.00763,-0.24427,9.52672,-1.00122,-0.01172,-0.15405,0.00,0.00,0.00
3494,-2.09160,0.03817,9.53435,-1.01074,-0.00903,-0.16211,0.00,0.00,0.00
3495,-1.00000,0.26718,9.55725,-1.01074,0.00195,-0.17212,0.00,0.00,0.00
3496,0.10687,0.03817,9.85496,-1.00732,-0.01074,-0.16455,0.00,0.00,0.00
3497,1.33588,0.11450,10.08397,-1.01172,-0.00488,-0.15479,0.00,0.00,0.00
3498,0.75573,-0.10687,10.55725,-1.00781,0.00342,-0.15210,0.00,0.00,0.00
3499,-0.30534,0.23664,10.67176,-1.00830,0.01196,-0.15552,0.00,0.00,0.00
3500,-2.64885,0.58779,10.96947,-1.01367,0.00806,-0.15015,0.00,0.00,0.00
3501,-3.07634,0.89313,10.64885,-1.01196,0.00732,-0.14136,0.00,0.00,0.00
3502,-3.15267,1.16794,10.30534,-1.01929,0.01245,-0.14648,0.00,0.00,0.00
3503,-2.56489,1.93130,10.19084,-1.01465,0.01611,-0.13989,0.00,0.00,0.00
3504,-2.81679,2.58015,9.61832,-1.01782,0.01440,-0.14087,0.00,0.00,0.00
3505,-4.37405,2.84733,9.97710,-1.02197,0.02905,-0.14575,0.00,0.00,0.00
3506,-5.85496,3.30534,9.90840,-1.01758,0.02930,-0.14160,0.00,0.00,0.00
3507,-7.00763,3.81679,9.36641,-1.01416,0.02954,-0.14868,0.00,0.00,0.00
3508,-7.64885,4.64885,9.01527,-1.01782,0.04736,-0.14331,0.00,0.00,0.00
3509,-8.02290,4.87023,8.32824,-1.02173,0.03149,-0.13721,0.00,0.00,0.00
3510,-8.49618,5.28244,8.00763,-1.02100,0.02588,-0.14453,0.00,0.00,0.00
3511,-10.35878,4.74809,7.70229,-1.01929,0.02490,-0.14941,0.00,0.00,0.00
3512,-12.82443,4.40458,7.35115,-1.01782,0.04541,-0.16846,0.00,0.00,0.00
3513,-14.08397,4.08397,6.61832,-1.02002,0.05225,-0.17017,0.00,0.00,0.00
3514,-14.67939,3.28244,5.17557,-1.01245,0.05786,-0.16113,0.00,0.00,0.00
3515,-15.42748,3.06870,3.83969,-1.01172,0.05908,-0.16626,0.00,0.00,0.00
3516,-16.61832,2.33588,2.65649,-1.01831,0.04980,-0.16064,0.00,0.00,0.00
3517,-18.73283,1.48855,1.48855,-1.02026,0.04956,-0.17188,0.00,0.00,0.00
3518,-18.12977,0.55725,-0.68702,-1.02124,0.03296,-0.18018,0.00,0.00,0.00
3519,-14.54198,-0.17557,-3.19847,-1.01880,0.01953,-0.18115,0.00,0.00,0.00
3520,-8.77863,-0.51145,-5.10687,-1.00757,0.04126,-0.15771,0.00,0.00,0.00
3521,-4.80153,-0.74046,-6.59542,-1.01099,0.02686,-0.16309,0.00,0.00,0.00
3522,-3.54962,-1.35115,-7.84733,-1.01221,0.02783,-0.17798,0.00,0.00,0.00
3523,-2.93130,-1.77099,-9.51908,-1.01538,0.03345,-0.16895,0.00,0.00,0.00
3524,-2.88550,-2.07634,-11.26718,-1.01489,0.04224,-0.16650,0.00,0.00,0.00
3525,-2.49618,-2.00000,-12.02290,-1.01270,0.04346,-0.16553,0.00,0.00,0.00
3526,-2.32061,-1.93130,-12.58015,-1.01025,0.03003,-0.16821,0.00,0.00,0.00
3527,-2.44275,-1.90840,-12.56488,-1.01392,0.01245,-0.17188,0.00,0.00,0.00
3528,-1.67939,-2.84733,-12.33588,-1.01929,0.00635,-0.17480,0.00,0.00,0.00
3529,0.06870,-3.44275,-11.84733,-1.02466,-0.00146,-0.17310,0.00,0.00,0.00
3530,2.20611,-3.90840,-11.52672,-1.01880,-0.00146,-0.17456,0.00,0.00,0.00
3531,3.87786,-4.75573,-11.31298,-1.03223,0.00928,-0.16528,0.00,0.00,0.00
3532,5.00763,-4.70992,-10.59542,-1.02319,0.00757,-0.15649,0.00,0.00,0.00
3533,4.90076,-4.45802,-10.05344,-1.02832,0.01733,-0.14429,0.00,0.00,0.00
3534,4.47328,-4.28244,-9.63359,-1.02295,0.00928,-0.16040,0.00,0.00,0.00
3535,3.73282,-4.00763,-9.25954,-1.01880,0.01245,-0.14941,0.00,0.00,0.00
3536,3.13740,-3.88550,-9.31298,-1.01123,0.01294,-0.14746,0.00,0.00,0.00
3537,2.86260,-4.30534,-9.10687,-1.02393,0.00635,-0.15356,0.00,0.00,0.00
3538,2.48092,-4.36641,-8.91603,-1.02075,-0.00879,-0.14941,0.00,0.00,0.00
3539,2.22901,-4.19847,-9.07634,-1.02881,0.00439,-0.15039,0.00,0.00,0.00
3540,2.07634,-4.48855,-8.89313,-1.02466,0.00220,-0.15918,0.00,0.00,0.00
3541,2.32824,-4.68702,-9.22901,-1.02075,0.00366,-0.15454,0.00,0.00,0.00
3542,2.23664,-5.09924,-9.54962,-1.02051,0.00122,-0.15723,0.00,0.00,0.00
3543,3.04580,-5.40458,-9.92366,-1.01709,-0.00513,-0.15503,0.00,0.00,0.00
3544,3.93893,-6.04580,-10.63359,-1.02441,-0.00781,-0.15601,0.00,0.00,0.00
3545,4.09160,-6.42748,-11.06107,-1.02100,-0.00464,-0.15747,0.00,0.00,0.00
3546,4.84733,-6.67176,-11.80916,-1.02051,-0.01465,-0.15625,0.00,0.00,0.00
3547,5.65649,-7.06107,-12.94656,-1.02637,-0.00391,-0.14819,0.00,0.00,0.00
3548,6.16031,-7.01527,-14.04580,-1.02075,-0.00610,-0.15820,0.00,0.00,0.00
3549,6.83206,-7.29008,-15.21374,-1.02026,-0.00146,-0.13403,0.00,0.00,0.00
3550,6.68702,-7.12214,-16.49618,-1.01929,-0.00024,-0.14282,0.00,0.00,0.00
3551,6.34351,-6.77099,-17.99237,-1.02124,-0.00684,-0.13330,0.00,0.00,0.00
3552,5.53435,-6.86260,-19.60305,-1.01978,-0.01147,-0.13867,0.00,0.00,0.00
3553,4.46565,-6.71756,-20.98473,-1.02124,-0.00806,-0.13257,0.00,0.00,0.00
3554,3.45802,-6.38168,-22.94657,-1.02148,-0.01196,-0.12891,0.00,0.00,0.00
3555,2.63359,-6.11450,-24.73283,-1.02075,-0.01904,-0.12646,0.00,0.00,0.00
3556,2.75573,-5.93130,-26.79389,-1.01758,-0.02954,-0.12207,0.00,0.00,0.00
3557,3.29008,-5.77863,-29.12214,-1.02368,-0.03687,-0.12549,0.00,0.00,0.00
3558,4.22137,-5.77099,-31.00000,-1.02832,-0.03003,-0.12720,0.00,0.00,0.00
3559,5.12977,-5.71756,-33.81679,-1.03320,-0.04541,-0.12329,0.00,0.00,0.00
3560,5.67176,-5.76336,-36.12214,-1.03467,-0.05127,-0.11890,0.00,0.00,0.00
3561,6.38931,-5.16794,-39.03816,-1.02393,-0.06079,-0.11865,0.00,0.00,0.00
3562,7.22901,-5.19847,-41.88550,-1.03149,-0.06030,-0.11694,0.00,0.00,0.00
3563,8.13740,-5.26718,-45.15267,-1.02930,-0.05371,-0.11987,0.00,0.00,0.00
3564,8.95420,-5.46565,-48.19847,-1.03223,-0.04980,-0.12598,0.00,0.00,0.00
3565,9.78626,-5.46565,-51.57252,-1.05273,-0.07495,-0.10767,0.00,0.00,0.00
3566,11.11450,-5.11450,-54.09923,-1.05786,-0.10889,-0.11182,0.00,0.00,0.00
3567,13.34351,-4.41985,-56.02290,-1.04028,-0.12598,-0.11792,0.00,0.00,0.00
3568,15.04580,-3.68702,-57.41221,-1.03857,-0.12939,-0.10620,0.00,0.00,0.00
3569,15.54962,-3.72519,-59.14504,-1.04028,-0.12793,-0.11084,0.00,0.00,0.00
3570,15.74046,-3.08397,-60.19847,-1.04956,-0.12476,-0.10205,0.00,0.00,0.00
3571,16.29008,-2.16794,-61.78626,-1.04761,-0.13794,-0.10181,0.00,0.00,0.00
3572,17.64122,-1.42748,-63.74809,-1.06396,-0.16162,-0.10571,0.00,0.00,0.00
3573,19.98473,-0.16031,-64.98474,-1.06348,-0.17041,-0.10571,0.00,0.00,0.00
3574,22.17557,0.76336,-65.44275,-1.06812,-0.18140,-0.11719,0.00,0.00,0.00
3575,23.88550,1.81679,-64.87023,-1.09180,-0.19629,-0.12134,0.00,0.00,0.00
3576,24.35878,3.29771,-63.48855,-1.10645,-0.20898,-0.13159,0.00,0.00,0.00
3577,25.56489,4.67939,-63.04580,-1.12549,-0.22754,-0.11670,0.00,0.00,0.00
3578,26.85496,5.91603,-63.33588,-1.12378,-0.22144,-0.10376,0.00,0.00,0.00
3579,26.96947,6.72519,-62.75572,-1.15112,-0.15820,-0.12695,0.00,0.00,0.00
3580,26.65649,5.88550,-63.86259,-1.20630,-0.18213,-0.06812,0.00,0.00,0.00
3581,22.80916,6.35878,-66.77863,-1.22852,-0.16187,-0.09253,0.00,0.00,0.00
3582,18.23664,5.96947,-69.41222,-1.25049,-0.15112,-0.08496,0.00,0.00,0.00
3583,13.54962,5.54198,-72.45802,-1.22363,-0.15479,-0.10156,0.00,0.00,0.00
3584,12.13740,5.95420,-74.27481,-1.20605,-0.18213,-0.13647,0.00,0.00,0.00
3585,12.87786,6.54198,-75.00000,-1.19849,-0.20215,-0.18091,0.00,0.00,0.00
3586,16.83206,7.25191,-75.16031,-1.17798,-0.22925,-0.19312,0.00,0.00,0.00
3587,21.53435,8.16794,-74.07633,-1.14063,-0.21558,-0.21606,0.00,0.00,0.00
3588,24.67939,9.52672,-72.20611,-1.10913,-0.22217,-0.21558,0.00,0.00,0.00
3589,25.45802,11.02290,-70.14504,-1.08960,-0.25220,-0.22656,0.00,0.00,0.00
3590,27.54962,10.88550,-65.67939,-1.06226,-0.14404,-0.20581,0.00,0.00,0.00
3591,31.67176,10.16794,-56.94656,-1.02832,-0.01392,-0.13940,0.00,0.00,0.00
3592,37.09160,9.41221,-45.64885,-1.02197,0.03027,-0.07886,0.00,0.00,0.00
3593,47.93893,8.01527,-36.96947,-1.00732,-0.11035,-0.04932,0.00,0.00,0.00
3594,57.40458,6.54962,-27.57252,-0.99194,-0.02734,-0.04053,0.00,0.00,0.00
3595,60.81679,5.51145,-14.17557,-0.92236,0.12500,-0.02563,0.00,0.00,0.00
3596,58.09923,4.61832,-1.98473,-0.86548,0.15601,-0.00146,0.00,0.00,0.00
3597,53.06870,3.71756,9.86260,-0.84839,0.15649,0.00244,0.00,0.00,0.00
3598,47.19847,2.47328,20.25954,-0.86206,0.16675,0.02051,0.00,0.00,0.00
3599,39.42748,1.61832,31.91603,-0.87280,0.18677,0.02515,0.00,0.00,0.00
3600,30.00763,0.59542,43.09160,-0.86865,0.18726,0.03613,0.00,0.00,0.00
3601,21.60305,-0.33588,54.54198,-0.87476,0.14258,0.04956,0.00,0.00,0.00
3602,16.40458,-1.60305,65.18321,-0.88013,0.14136,0.05542,0.00,0.00,0.00
3603,11.92366,-3.01527,77.32825,-0.89771,0.15039,0.04761,0.00,0.00,0.00
3604,6.52672,-4.53435,89.09924,-0.91968,0.15723,0.03076,0.00,0.00,0.00
3605,0.28244,-5.89313,98.95420,-0.93066,0.17871,0.01611,0.00,0.00,0.00
3606,-6.32824,-6.13740,108.76336,-0.95728,0.17627,0.01196,0.00,0.00,0.00
3607,-11.97710,-6.54962,117.38168,-0.98706,0.17432,-0.00293,0.00,0.00,0.00
3608,-17.96947,-6.85496,125.87786,-1.02319,0.17017,-0.02588,0.00,0.00,0.00
3609,-23.56489,-7.62595,134.12213,-1.05322,0.15332,-0.02954,0.00,0.00,0.00
3610,-27.69466,-9.45038,141.33587,-1.08813,0.13501,-0.03711,0.00,0.00,0.00
3611,-30.22901,-10.98473,147.96183,-1.10132,0.13037,-0.03369,0.00,0.00,0.00
3612,-32.10687,-13.03053,154.06869,-1.13501,0.13428,-0.04395,0.00,0.00,0.00
3613,-33.80916,-14.54962,159.90075,-1.15454,0.11597,-0.04077,0.00,0.00,0.00
3614,-35.27481,-15.67939,164.96183,-1.18506,0.11597,-0.04932,0.00,0.00,0.00
3615,-36.16030,-16.80916,168.90840,-1.21216,0.11670,-0.05469,0.00,0.00,0.00
3616,-36.94656,-18.28244,172.70993,-1.22241,0.13867,-0.05933,0.00,0.00,0.00
3617,-37.80916,-19.64886,175.96946,-1.23218,0.13208,-0.06274,0.00,0.00,0.00
3618,-38.65649,-20.42748,177.92366,-1.24146,0.09863,-0.04810,0.00,0.00,0.00
3619,-37.95420,-21.51908,179.06869,-1.26245,0.05347,-0.05127,0.00,0.00,0.00
3620,-36.93893,-23.08397,179.01527,-1.27563,0.04614,-0.04736,0.00,0.00,0.00
3621,-38.71755,-25.70992,176.41221,-1.28638,0.02344,-0.02271,0.00,0.00,0.00
3622,-41.07633,-27.68702,171.97709,-1.27661,-0.02637,-0.02100,0.00,0.00,0.00
3623,-41.83206,-29.29008,166.32824,-1.26440,-0.05249,-0.03516,0.00,0.00,0.00
3624,-41.94656,-30.28244,161.73281,-1.25879,-0.03271,-0.04150,0.00,0.00,0.00
3625,-42.64885,-31.80153,157.09924,-1.26440,0.01147,-0.03613,0.00,0.00,0.00
3626,-43.54962,-33.10687,151.61068,-1.24146,0.03442,-0.03882,0.00,0.00,0.00
3627,-44.02290,-34.06870,144.25953,-1.21460,0.01147,-0.03711,0.00,0.00,0.00
3628,-43.97710,-34.01527,136.64122,-1.17554,-0.00269,-0.04712,0.00,0.00,0.00
3629,-43.03053,-32.46565,129.90840,-1.12598,0.00610,-0.07349,0.00,0.00,0.00
3630,-41.16794,-30.11450,124.62596,-1.08105,0.01587,-0.08643,0.00,0.00,0.00
3631,-37.75572,-28.33588,119.51908,-1.03564,0.00806,-0.10327,0.00,0.00,0.00
3632,-33.80916,-26.85496,114.19084,-0.98413,-0.02979,-0.08423,0.00,0.00,0.00
3633,-27.29771,-24.12977,106.86260,-0.93677,-0.08887,-0.09644,0.00,0.00,0.00
3634,-17.84733,-21.15267,99.71756,-0.91675,-0.11182,-0.12207,0.00,0.00,0.00
3635,-6.30534,-17.80153,94.07633,-0.90088,-0.07007,-0.13208,0.00,0.00,0.00
3636,4.67939,-15.80916,89.52672,-0.90283,-0.00366,-0.11279,0.00,0.00,0.00
3637,14.09160,-14.41221,83.27481,-0.88379,0.02417,-0.09302,0.00,0.00,0.00
3638,22.52672,-12.81679,77.03054,-0.84937,0.02002,-0.07520,0.00,0.00,0.00
3639,30.58015,-10.74809,71.41222,-0.81543,0.02661,-0.06860,0.00,0.00,0.00
3640,36.54198,-8.45038,66.06871,-0.80176,0.04004,-0.07764,0.00,0.00,0.00
3641,39.47328,-6.72519,60.83969,-0.80640,0.06372,-0.07715,0.00,0.00,0.00
3642,39.20611,-5.03817,54.31298,-0.82690,0.07690,-0.08228,0.00,0.00,0.00
3643,36.17557,-3.03053,46.51145,-0.83423,0.06738,-0.07031,0.00,0.00,0.00
3644,30.90840,-0.96183,38.76336,-0.82715,0.08594,-0.06665,0.00,0.00,0.00
3645,24.89313,1.07634,32.24427,-0.82446,0.11230,-0.06396,0.00,0.00,0.00
3646,15.98473,2.38931,25.32825,-0.81885,0.15112,-0.05762,0.00,0.00,0.00
3647,5.58779,3.80153,18.10687,-0.82764,0.14771,-0.05957,0.00,0.00,0.00
3648,-5.75573,5.40458,9.00000,-0.83911,0.12280,-0.04175,0.00,0.00,0.00
3649,-15.81679,6.51908,-0.17557,-0.84375,0.08008,-0.05591,0.00,0.00,0.00
3650,-25.62595,8.29771,-10.90076,-0.85645,0.04761,-0.07251,0.00,0.00,0.00
3651,-33.26717,10.51908,-22.44275,-0.85937,-0.00562,-0.08545,0.00,0.00,0.00
3652,-39.64122,13.06107,-35.02290,-0.86646,-0.04663,-0.10034,0.00,0.00,0.00
3653,-45.00000,15.67176,-47.25191,-0.87817,-0.07446,-0.12915,0.00,0.00,0.00
3654,-50.96183,19.79389,-60.93893,-0.89087,-0.10474,-0.14185,0.00,0.00,0.00
3655,-56.41221,23.85496,-74.95420,-0.90137,-0.13574,-0.15210,0.00,0.00,0.00
3656,-59.31298,28.08397,-87.81680,-0.91675,-0.13159,-0.17334,0.00,0.00,0.00
3657,-59.55725,32.93130,-97.27481,-0.91211,-0.12988,-0.17896,0.00,0.00,0.00
3658,-50.12214,24.72519,-86.06871,-1.14844,0.82153,0.07056,0.00,0.00,0.00
3659,30.00000,-26.20611,18.24427,-1.61572,1.99994,0.67261,0.00,0.00,0.00
3660,-13.87786,28.39695,5.65649,-0.98853,1.86353,0.05078,0.00,0.00,0.00
3661,-125.98474,17.64122,-80.24428,-1.16772,-0.57227,0.14209,0.00,0.00,0.00
3662,-112.50382,13.92366,-71.47328,-1.44360,0.38550,0.12012,0.00,0.00,0.00
3663,-72.34352,35.25191,-76.59542,-1.25757,0.42065,-0.15942,0.00,0.00,0.00
3664,-62.96947,48.13740,-93.37405,-1.37622,-0.13818,0.13013,0.00,0.00,0.00
3665,-53.02290,52.87023,-102.45038,-1.23511,-0.26929,0.23291,0.00,0.00,0.00
3666,-38.58779,63.55725,-100.39695,-1.12231,-0.13135,0.10278,0.00,0.00,0.00
3667,-25.12977,69.18321,-93.32061,-1.14893,-0.05835,0.08301,0.00,0.00,0.00
3668,-20.51145,66.41985,-87.17558,-1.12695,-0.13501,0.08179,0.00,0.00,0.00
3669,-11.90076,61.24427,-81.16031,-1.11060,-0.06079,0.05249,0.00,0.00,0.00
3670,-2.12977,56.48091,-73.80153,-1.08398,0.01904,-0.05640,0.00,0.00,0.00
3671,6.62595,49.80916,-68.40458,-1.06812,0.07129,-0.19287,0.00,0.00,0.00
3672,15.19847,43.27481,-63.46565,-1.05688,0.09302,-0.26538,0.00,0.00,0.00
3673,17.25191,40.07633,-61.24427,-1.05298,0.10034,-0.29712,0.00,0.00,0.00
3674,23.76336,33.67939,-58.49618,-1.08057,0.10645,-0.23853,0.00,0.00,0.00
3675,26.09924,31.32061,-55.51145,-1.01270,0.12427,-0.23999,0.00,0.00,0.00
3676,28.40458,27.17557,-51.21374,-1.00708,0.17017,-0.15137,0.00,0.00,0.00
3677,25.32825,23.58779,-48.06107,-0.99707,0.20361,-0.08130,0.00,0.00,0.00
3678,16.59542,23.64122,-46.27481,-1.00098,0.23291,-0.03271,0.00,0.00,0.00
3679,9.45802,23.74046,-45.87786,-1.04712,0.20288,-0.00049,0.00,0.00,0.00
3680,4.33588,25.95420,-46.34351,-1.05640,0.16675,0.00269,0.00,0.00,0.00
3681,2.51145,27.62595,-46.39694,-1.06226,0.18188,-0.00342,0.00,0.00,0.00
3682,0.00000,30.01527,-45.48091,-1.02808,0.18018,-0.02441,0.00,0.00,0.00
3683,-3.92366,30.25191,-45.09160,-1.00684,0.17139,-0.06128,0.00,0.00,0.00
3684,-7.22137,29.01527,-43.61069,-1.00098,0.16992,-0.08789,0.00,0.00,0.00
3685,-6.77863,27.37405,-42.16030,-1.01221,0.11646,-0.11865,0.00,0.00,0.00
3686,-2.34351,25.25191,-40.46565,-1.02173,0.09277,-0.14795,0.00,0.00,0.00
3687,5.66412,23.03817,-38.59542,-1.01514,0.08398,-0.17944,0.00,0.00,0.00
3688,15.57252,20.14504,-36.22901,-1.01489,0.05298,-0.17944,0.00,0.00,0.00
3689,23.13741,18.46565,-33.67176,-0.99170,0.08423,-0.17432,0.00,0.00,0.00
3690,24.42748,17.57252,-31.05344,-0.99561,0.11377,-0.14502,0.00,0.00,0.00
3691,20.86260,17.57252,-29.38168,-1.00952,0.14136,-0.13818,0.00,0.00,0.00
3692,15.22137,17.53435,-28.44275,-1.00854,0.14502,-0.13965,0.00,0.00,0.00
3693,8.75572,18.07634,-27.20611,-1.01221,0.15161,-0.12866,0.00,0.00,0.00
3694,4.37405,17.33588,-26.43511,-1.01855,0.10449,-0.08862,0.00,0.00,0.00
3695,1.47328,16.67939,-25.29771,-1.02856,0.08081,-0.09717,0.00,0.00,0.00
3696,-0.71756,16.51908,-23.76336,-1.03687,0.09302,-0.12817,0.00,0.00,0.00
3697,-0.64885,16.00000,-22.38168,-1.02832,0.07495,-0.14160,0.00,0.00,0.00
3698,0.41985,15.04580,-20.67939,-1.02808,0.04199,-0.15088,0.00,0.00,0.00
3699,4.28244,13.30534,-19.66412,-1.02197,0.05298,-0.15186,0.00,0.00,0.00
3700,7.94656,12.35878,-18.53435,-1.03125,0.05542,-0.15234,0.00,0.00,0.00
3701,10.06107,10.80153,-17.15267,-1.02124,0.04419,-0.16260,0.00,0.00,0.00
3702,11.95420,9.90840,-16.12977,-1.01733,0.04858,-0.15942,0.00,0.00,0.00
3703,13.77099,8.51145,-15.92366,-1.02417,0.04517,-0.14844,0.00,0.00,0.00
3704,14.69466,7.99237,-16.03054,-1.02759,0.04175,-0.12622,0.00,0.00,0.00
3705,16.35115,7.29008,-16.28244,-1.02930,0.06396,-0.14600,0.00,0.00,0.00
3706,16.58015,7.09924,-16.45038,-1.02686,0.04834,-0.15796,0.00,0.00,0.00
3707,17.59542,6.58779,-16.81679,-1.01294,0.04980,-0.16089,0.00,0.00,0.00
3708,19.18321,5.08397,-16.49618,-1.02734,0.05933,-0.14575,0.00,0.00,0.00
3709,19.46565,4.82443,-15.93130,-1.02246,0.04785,-0.16772,0.00,0.00,0.00
3710,17.79389,4.25954,-14.59542,-1.02466,0.04492,-0.18652,0.00,0.00,0.00
3711,16.87786,3.17557,-12.91603,-1.02808,0.04907,-0.19678,0.00,0.00,0.00
3712,16.74809,2.47328,-10.60305,-1.00928,0.02905,-0.19702,0.00,0.00,0.00
3713,17.85496,1.83206,-8.63359,-1.01343,0.00391,-0.17114,0.00,0.00,0.00
3714,19.50382,1.44275,-6.62595,-1.01929,0.01709,-0.17993,0.00,0.00,0.00
